"","Suburb","%2015-2016","%2006-2016","Growth PA","year","price","type"
"16121","WINTER VALLEY","0","41","3.5","2013","125000","vacant"
"16122","WODONGA","9","19","1.7","2013","117000","vacant"
"16123","WOLLERT","4","0","NA","2013","195000","vacant"
"16124","WONTHAGGI","2","24","2.2","2013","120500","vacant"
"16125","WOODEND","2","102","7.3","2013","203500","vacant"
"16126","WOOLAMAI WATERS","2","66","5.2","2013","279000","vacant"
"16127","WYNDHAM VALE","6","84","6.3","2013","169000","vacant"
"16128","YACKANDANDAH","3","12","1.2","2013","70000","vacant"
"16129","YARRA GLEN","11","92","6.7","2013","275000","vacant"
"16130","YARRAGON","-4","74","5.7","2013","130000","vacant"
"16131","YARRAWONGA","7","25","2.2","2013","96000","vacant"
"16132","YEA","33","25","2.2","2013","130000","vacant"
"16133","AINTREE","1","0","NA","2014","NA","vacant"
"16134","ALBANVALE","9","29","2.6","2014","229000","vacant"
"16135","ALFREDTON","19","126","8.5","2014","161000","vacant"
"16136","ANGLESEA","-3","78","5.9","2014","387500","vacant"
"16137","APOLLO BAY","-6","-3","-0.3","2014","185000","vacant"
"16138","ARARAT","-40","0","NA","2014","85000","vacant"
"16139","ARMSTRONG CREEK","1","0","NA","2014","167500","vacant"
"16140","ASCOT (BALLARAT)","4","0","NA","2014","103000","vacant"
"16141","ASCOT (BENDIGO)","-7","93","6.8","2014","160000","vacant"
"16142","ATTWOOD","16","84","6.3","2014","291000","vacant"
"16143","AVENEL","27","160","10.0","2014","105000","vacant"
"16144","AVOCA","6","11","1.1","2014","55000","vacant"
"16145","BACCHUS MARSH","-5","48","4.0","2014","150000","vacant"
"16146","BAIRNSDALE","12","30","2.7","2014","94500","vacant"
"16147","BALCOMBE","-9","50","4.2","2014","641500","vacant"
"16148","BALLAN","2","69","5.4","2014","115000","vacant"
"16149","BALLARAT EAST","4","25","2.2","2014","108000","vacant"
"16150","BALLARAT NORTH","0","50","4.1","2014","184500","vacant"
"16151","BANDIANA","17","13","1.2","2014","110000","vacant"
"16152","BANNOCKBURN","1","28","2.5","2014","149000","vacant"
"16153","BARANDUDA","0","30","2.6","2014","116500","vacant"
"16154","BARWON HEADS","24","93","6.8","2014","402000","vacant"
"16155","BEACONSFIELD","-25","20","1.8","2014","239000","vacant"
"16156","BEAUFORT","7","67","5.2","2014","53000","vacant"
"16157","BEECHWORTH","5","31","2.7","2014","115000","vacant"
"16158","BENALLA","0","38","3.3","2014","88000","vacant"
"16159","BERWICK","25","125","8.4","2014","255000","vacant"
"16160","BEVERIDGE","0","0","NA","2014","166000","vacant"
"16161","BIRREGURRA","11","55","4.5","2014","142000","vacant"
"16162","BLAIRGOWRIE","35","785","24.4","2014","367500","vacant"
"16163","BONSHAW","2","0","NA","2014","110500","vacant"
"16164","BOTANIC RIDGE","3","46","3.9","2014","245500","vacant"
"16165","BRIGHT","18","68","5.3","2014","187500","vacant"
"16166","BROADFORD","-2","67","5.2","2014","117500","vacant"
"16167","BROOKFIELD","5","87","6.5","2014","130000","vacant"
"16168","BROWN HILL","11","80","6.1","2014","152500","vacant"
"16169","BUNDALONG","26","6","0.6","2014","87000","vacant"
"16170","BUNDOORA","51","95","6.9","2014","430000","vacant"
"16171","BUNINYONG","1","60","4.8","2014","195000","vacant"
"16172","BUNYIP","17","57","4.6","2014","171500","vacant"
"16173","BURNSIDE","2","124","8.4","2014","282500","vacant"
"16174","BURNSIDE HEIGHTS","2","68","5.4","2014","180000","vacant"
"16175","CAIRNLEA","29","196","11.5","2014","349000","vacant"
"16176","CAMPBELLS CREEK","9","53","4.3","2014","115000","vacant"
"16177","CAMPERDOWN","18","6","0.6","2014","95000","vacant"
"16178","CANADIAN","-11","38","3.3","2014","162500","vacant"
"16179","CAPE PATERSON","-2","35","3.0","2014","238500","vacant"
"16180","CAPEL SOUND","0","78","5.9","2014","225000","vacant"
"16181","CARDIGAN","6","0","NA","2014","205000","vacant"
"16182","CARRUM DOWNS","1","60","4.8","2014","209000","vacant"
"16183","CASTLEMAINE","17","103","7.4","2014","130000","vacant"
"16184","CHARLEMONT","13","0","NA","2014","149000","vacant"
"16185","CHIRNSIDE PARK","38","130","8.7","2014","280000","vacant"
"16186","CLIFTON SPRINGS","1","54","4.4","2014","165000","vacant"
"16187","CLUNES","37","108","7.6","2014","79000","vacant"
"16188","CLYDE","6","47","4.0","2014","186000","vacant"
"16189","CLYDE NORTH","3","0","NA","2014","220000","vacant"
"16190","COBBLEBANK","13","0","NA","2014","141000","vacant"
"16191","COBRAM","7","1","0.1","2014","75000","vacant"
"16192","COBURG EAST","2","207","11.9","2014","480000","vacant"
"16193","COCKATOO","-14","53","4.3","2014","153000","vacant"
"16194","COLAC","-6","13","1.2","2014","99000","vacant"
"16195","CONNEWARRE","-2","53","4.3","2014","370000","vacant"
"16196","CORINELLA","-2","40","3.4","2014","150000","vacant"
"16197","CORONET BAY","1","-9","-1.0","2014","139000","vacant"
"16198","COWES","0","-3","-0.3","2014","144000","vacant"
"16199","COWES WEST","4","2","0.2","2014","140000","vacant"
"16200","CRAIGIEBURN","8","106","7.5","2014","208000","vacant"
"16201","CRANBOURNE","-2","68","5.3","2014","180000","vacant"
"16202","CRANBOURNE EAST","3","100","7.2","2014","202000","vacant"
"16203","CRANBOURNE NORTH","9","88","6.5","2014","225000","vacant"
"16204","CRANBOURNE WEST","4","88","6.5","2014","208000","vacant"
"16205","CRESWICK","12","60","4.8","2014","70000","vacant"
"16206","CRIB POINT","-4","64","5.1","2014","89000","vacant"
"16207","CROYDON","-15","112","7.8","2014","316000","vacant"
"16208","CROYDON NORTH","0","189","11.2","2014","325000","vacant"
"16209","CURLEWIS","4","0","NA","2014","161000","vacant"
"16210","DALYSTON","-1","-42","-5.3","2014","107500","vacant"
"16211","DARLEY","8","57","4.6","2014","152000","vacant"
"16212","DAYLESFORD","15","59","4.8","2014","185000","vacant"
"16213","DEER PARK","-22","35","3.1","2014","290000","vacant"
"16214","DELACOMBE","-4","78","5.9","2014","130000","vacant"
"16215","DENNINGTON","43","86","6.4","2014","128500","vacant"
"16216","DIAMOND CREEK","-2","103","7.3","2014","345000","vacant"
"16217","DIGGERS REST","2","-3","-0.3","2014","175000","vacant"
"16218","DINNER PLAIN","4","-71","-11.6","2014","60000","vacant"
"16219","DONCASTER","6","46","3.9","2014","750000","vacant"
"16220","DOREEN","2","26","2.3","2014","182000","vacant"
"16221","DOVETON","31","300","14.9","2014","221500","vacant"
"16222","DROMANA","43","115","7.9","2014","285000","vacant"
"16223","DROUIN","10","67","5.3","2014","125000","vacant"
"16224","DRYSDALE","-6","28","2.5","2014","168000","vacant"
"16225","EAGLE POINT","-49","44","3.7","2014","109000","vacant"
"16226","EAGLEHAWK","-5","59","4.8","2014","109500","vacant"
"16227","EASTWOOD","-11","35","3.1","2014","121500","vacant"
"16228","ECHUCA","3","53","4.3","2014","139500","vacant"
"16229","ELLIMINYT","-14","17","1.6","2014","129500","vacant"
"16230","EPPING","32","98","7.1","2014","195000","vacant"
"16231","EPSOM","-5","55","4.5","2014","117500","vacant"
"16232","EUROA","8","10","0.9","2014","80000","vacant"
"16233","EYNESBURY","11","0","NA","2014","143000","vacant"
"16234","FAIRHAVEN","24","47","4.0","2014","587500","vacant"
"16235","FERNTREE GULLY","0","93","6.8","2014","228000","vacant"
"16236","FINGAL","40","31","2.8","2014","250000","vacant"
"16237","FLINDERS","19","63","5.0","2014","477000","vacant"
"16238","FOOTSCRAY","17","96","6.9","2014","285000","vacant"
"16239","FRANKSTON","50","30","2.7","2014","319500","vacant"
"16240","FRASER RIDGE","3","0","NA","2014","235000","vacant"
"16241","FRASER RISE","-4","0","NA","2014","233000","vacant"
"16242","FYANSFORD","-2","0","NA","2014","227000","vacant"
"16243","GISBORNE","15","70","5.5","2014","227000","vacant"
"16244","GOLDEN BEACH","2","-10","-1.0","2014","40000","vacant"
"16245","GOLDEN SQUARE","-2","133","8.8","2014","156500","vacant"
"16246","GRANTVILLE","-3","238","12.9","2014","115000","vacant"
"16247","GREENSBOROUGH","65","3","0.3","2014","206000","vacant"
"16248","GREENVALE","13","90","6.6","2014","248000","vacant"
"16249","GROVEDALE","-3","56","4.5","2014","189000","vacant"
"16250","HAMILTON","18","60","4.8","2014","87500","vacant"
"16251","HARKNESS","4","60","4.8","2014","145000","vacant"
"16252","HASTINGS","6","108","7.6","2014","210000","vacant"
"16253","HASTINGS WEST","1","59","4.7","2014","181000","vacant"
"16254","HEALESVILLE","28","91","6.7","2014","225500","vacant"
"16255","HERNE HILL","0","2","0.2","2014","330000","vacant"
"16256","HIGHTON","1","57","4.6","2014","252500","vacant"
"16257","HILLSIDE (EAST GIPPSLAND)","13","-38","-4.6","2014","170000","vacant"
